neuron_id,explanation_1,explanation_2
layer_5_neuron_235,"Strongly activates for proteins with varied mol weights, negative gravy scores, and significant helix, turn, and sheet fractions.","""Strongly activates for proteins with negative gravy scores and varying molecular weights."""
layer_5_neuron_241,Strongly activates for proteins with negative gravy scores and varying molecular weights.,Strongly activates for proteins with high molecular weights and predominantly negative gravy scores.
layer_5_neuron_232,Strongly activates for proteins with a high proportion of sheet secondary structure.,Strongly activates for proteins with high charge at pH 7 and negative gravy scores.
layer_5_neuron_243,Strongly activates for protein sequences with high charge at pH 7 and significant helix and sheet fractions.,Strongly activates for sequences of proteins with high charge at pH 7 and varied secondary structure composition.
layer_5_neuron_240,Strongly activates for chromosomal replication initiator proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins involved in DNA replication with specific binding functions and negative gravy scores.
layer_5_neuron_237,"""Strongly activates for cytoplasmic proteins involved in DNA replication initiation.""","""Strongly activates for proteins involved in DNA replication initiation and regulation."""
layer_5_neuron_236,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with low gravy scores and significant sheet fractions.
layer_5_neuron_242,Strongly activates for DNA-directed RNA polymerase subunits with varying molecular weights and positive catalytic activity.,Strongly activates for sequences of RNA polymerase subunits with significant DNA binding activity.
layer_5_neuron_238,Strongly activates for proteins with significant functional roles in enzymatic activity and varying isoelectric points.,Strongly activates for proteins with high charge at pH 7 and specific catalytic functions.
layer_5_neuron_233,"""Strongly activates for proteins with high molecular weights and negative gravy scores.""",Strongly activates for proteins with a negative gravy score and helix fractions around 0.3-0.36.
layer_5_neuron_248,Strongly activates for proteins with alpha-helical and beta-sheet structures involved in enzymatic and transport functions.,Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.
layer_5_neuron_223,Strongly activates for proteins with high molecular weight (including viral movement and polyprotein enzymes).,Strongly activates for proteins involved in virus transport and replication processes.
layer_5_neuron_244,Strongly activates for proteins with high charge at pH 7 and substantial helix fractions.,"""Strongly activates for proteins with high molecular weight and significant transmembrane transport activity."""
layer_5_neuron_246,Strongly activates for proteins involved in cytoplasmic functions with a negative gravy score.,"""Strongly activates for cytoplasmic proteins with negative gravy scores and substantial helical content."""
layer_5_neuron_252,Strongly activates for proteins with negative gravy scores and significant sheet fraction.,Strongly activates for proteins with negative gravy scores and significant sheet fractions.
layer_5_neuron_239,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with significant G protein-coupled receptor activity.
layer_5_neuron_245,"""Strongly activates for proteins with low molecular weights and diverse enzymatic functions related to biosynthetic processes.""","Strongly activates for proteins with diverse molecular weights, isolectric points, and catalytic activities involved in metabolic processes."
layer_5_neuron_251,Strongly activates for proteins with negative gravy scores and significant helix or sheet fractions.,"Strongly activates for proteins with negative gravy scores and varied structural fractions (helix, turn, sheet)."
layer_5_neuron_231,Strongly activates for sequences with negative gravy scores and high instability indices.,Strongly activates for proteins with a molecular weight around 25-35 kDa and negative gravy scores.
layer_5_neuron_256,"""Strongly activates for sequences of large proteins with high positive charge at pH 7 and low hydrophobicity.""","""Strongly activates for proteins with high molecular weight and significant positive charge at pH 7."""
layer_5_neuron_254,"""Strongly activates for proteins with high molecular weight and significant RNA-binding activity.""","Strongly activates for proteins with a high molecular weight and significant charge at pH 7, indicating membrane or transport involvement."
layer_5_neuron_247,"Strongly activates for protein sequences with a low gravy score, indicating hydrophilicity, and a substantial helical content.",Strongly activates for proteins involved in tryptophan biosynthesis with negative gravy scores.
layer_5_neuron_249,"""Strongly activates for sequences of membrane proteins with diverse functions and an isolectric point around 9.""",Strongly activates for multi-pass membrane proteins with a high charge at pH 7 and substantial helix and sheet fractions.
